cc_number,intersects,distance_to_nearest_block,nearest_block
23h07441,TRUE,NA,NA
23h07573,TRUE,NA,NA
23h06289,FALSE,16.074893946394806,0 e madison st
23h06916,FALSE,0,1000 cherry hill road
23h06528,TRUE,NA,NA
23h06535,TRUE,NA,NA
23h06896,TRUE,NA,NA
23h06897,TRUE,NA,NA
23i01636,TRUE,NA,NA
23i01640,FALSE,0,30 poultney st
23i02857,TRUE,NA,NA
23i01805,FALSE,0,5000 w forest park ave
23i01657,TRUE,NA,NA
23i01809,TRUE,NA,NA
23i01815,TRUE,NA,NA
23h08794,TRUE,NA,NA
23h09197,FALSE,40.95568203535044,700 harvey st
23h08354,TRUE,NA,NA
23h07806,TRUE,NA,NA
23h09129,TRUE,NA,NA
23h05249,TRUE,NA,NA
23h06279,TRUE,NA,NA
23h04974,TRUE,NA,NA
23h04979,TRUE,NA,NA
23i01842,TRUE,NA,NA
23i01843,FALSE,0,7000 laurelton ave
23i01830,FALSE,0.957825401593732,1600 presstman st
23i01460,TRUE,NA,NA
23i01861,TRUE,NA,NA
23h10430,TRUE,NA,NA
23h07927,TRUE,NA,NA
23h08000,TRUE,NA,NA
23h07910,TRUE,NA,NA
23h07911,TRUE,NA,NA
23h07912,TRUE,NA,NA
23h07913,TRUE,NA,NA
23h07914,TRUE,NA,NA
23h07497,TRUE,NA,NA
23h07975,TRUE,NA,NA
23i00815,TRUE,NA,NA
23h09442,TRUE,NA,NA
23h09774,TRUE,NA,NA
23h09447,FALSE,49.471292996579535,4800 claybury ave
23h09449,TRUE,NA,NA
23h08306,TRUE,NA,NA
23h08362,FALSE,94.15124421231292,3300 old york road
23i00565,TRUE,NA,NA
23h04982,TRUE,NA,NA
23h02476,TRUE,NA,NA
23h02638,TRUE,NA,NA
23h03176,TRUE,NA,NA
23i01862,TRUE,NA,NA
23i02251,TRUE,NA,NA
23i01508,TRUE,NA,NA
23h05934,TRUE,NA,NA
23h06112,TRUE,NA,NA
23g03971,TRUE,NA,NA
23g03972,TRUE,NA,NA
23g07835,TRUE,NA,NA
23h10899,TRUE,NA,NA
23h11088,TRUE,NA,NA
23h11091,TRUE,NA,NA
23h11108,TRUE,NA,NA
23h11270,TRUE,NA,NA
23h11273,TRUE,NA,NA
23h10787,TRUE,NA,NA
23i01227,TRUE,NA,NA
23i00439,TRUE,NA,NA
23i00910,FALSE,4.9031643220411825,20 e read st
23i00411,TRUE,NA,NA
23h02794,TRUE,NA,NA
23h02797,FALSE,34.232074249413635,500 rose hill terr
23h02446,FALSE,27.600965188982002,400 w 26th st
23h05991,TRUE,NA,NA
23h06143,TRUE,NA,NA
23h06144,TRUE,NA,NA
23h06101,TRUE,NA,NA
23g07836,TRUE,NA,NA
23g07846,TRUE,NA,NA
23g07849,TRUE,NA,NA
23g07852,TRUE,NA,NA
23g07853,TRUE,NA,NA
23g07859,TRUE,NA,NA
23g07909,TRUE,NA,NA
23g07911,TRUE,NA,NA
23g07919,TRUE,NA,NA
23h02451,TRUE,NA,NA
23h06421,TRUE,NA,NA
23h06425,TRUE,NA,NA
23h08748,TRUE,NA,NA
23h09102,TRUE,NA,NA
23h05819,TRUE,NA,NA
23h10821,TRUE,NA,NA
23h09295,TRUE,NA,NA
23g07931,TRUE,NA,NA
23g09647,TRUE,NA,NA
23h10940,TRUE,NA,NA
23i02758,FALSE,1.8499162356328251,5200 eastbury ave
23h08313,TRUE,NA,NA
23h10023,TRUE,NA,NA
23i00747,TRUE,NA,NA
23i00611,TRUE,NA,NA
23i00485,TRUE,NA,NA
23i00621,TRUE,NA,NA
23g06606,TRUE,NA,NA
23h08946,TRUE,NA,NA
23h08896,TRUE,NA,NA
23h09069,TRUE,NA,NA
23h09072,TRUE,NA,NA
23h05772,TRUE,NA,NA
23h05774,TRUE,NA,NA
23h05780,TRUE,NA,NA
23h05783,TRUE,NA,NA
23h06058,TRUE,NA,NA
23h07470,TRUE,NA,NA
23g07630,FALSE,2.539126601470373,10 w saratoga st
23h07831,FALSE,2.6241934235454525,1000 mount holly st
23h07946,FALSE,0,3000 fallstaff road
23h07995,TRUE,NA,NA
23h08152,FALSE,100.3342270500378,1500 n calvert st
23h07916,TRUE,NA,NA
23h08142,TRUE,NA,NA
23h08183,FALSE,6.65840116168283,1000 ellicott driveway
23h08323,TRUE,NA,NA
23h08324,TRUE,NA,NA
23h08464,TRUE,NA,NA
23g06619,TRUE,NA,NA
23g06621,TRUE,NA,NA
23g06624,TRUE,NA,NA
23g05612,TRUE,NA,NA
23g05615,TRUE,NA,NA
23g05616,TRUE,NA,NA
23g05566,TRUE,NA,NA
23g05578,TRUE,NA,NA
23g05588,FALSE,6.58056036686017,100 n payson st
23h08626,TRUE,NA,NA
23h08629,TRUE,NA,NA
23h05802,TRUE,NA,NA
23h05804,TRUE,NA,NA
23h05689,TRUE,NA,NA
23h05999,TRUE,NA,NA
23h04550,TRUE,NA,NA
23h07668,TRUE,NA,NA
23h07885,TRUE,NA,NA
23h07892,FALSE,0,200 s athol ave
23h07897,TRUE,NA,NA
23h07660,TRUE,NA,NA
23h07769,TRUE,NA,NA
23h08484,TRUE,NA,NA
23h07962,TRUE,NA,NA
23h08462,TRUE,NA,NA
23h04681,TRUE,NA,NA
23h04685,TRUE,NA,NA
23h04336,TRUE,NA,NA
23h04343,TRUE,NA,NA
23h04344,TRUE,NA,NA
23h06816,TRUE,NA,NA
23h06817,TRUE,NA,NA
23i01381,TRUE,NA,NA
23h06017,TRUE,NA,NA
23h06153,TRUE,NA,NA
23h07444,TRUE,NA,NA
23h07465,FALSE,7.612876746753107,500 albemarle st
23i00765,TRUE,NA,NA
23g06961,TRUE,NA,NA
23g06748,TRUE,NA,NA
23g06758,TRUE,NA,NA
23g06764,TRUE,NA,NA
23g05373,TRUE,NA,NA
23g05375,FALSE,0,2400 hollins ferry road
23h07009,TRUE,NA,NA
23h06643,TRUE,NA,NA
23h06951,TRUE,NA,NA
23h06952,FALSE,4.6126837588811895,1100 cherry hill road
23h05546,FALSE,12.871714952200247,3800 fait ave
23h05709,TRUE,NA,NA
23h05729,TRUE,NA,NA
23h05851,TRUE,NA,NA
23h06385,TRUE,NA,NA
23h05894,TRUE,NA,NA
23h11253,TRUE,NA,NA
23g05385,TRUE,NA,NA
23g05502,TRUE,NA,NA
23g05502,TRUE,NA,NA
23h07045,TRUE,NA,NA
23h07330,TRUE,NA,NA
23h04919,TRUE,NA,NA
23h05786,FALSE,0,7000 laurelton ave
23h04447,FALSE,189.69384447506152,4200 elsa terr
23h04454,TRUE,NA,NA
23h10015,TRUE,NA,NA
23h10016,TRUE,NA,NA
23h10020,TRUE,NA,NA
23i00462,FALSE,8.917101820311267,900 mckean ave
23h11245,TRUE,NA,NA
23i01280,TRUE,NA,NA
23i01300,TRUE,NA,NA
23g05265,TRUE,NA,NA
23i00363,TRUE,NA,NA
23i00364,FALSE,4.297850272491585,3700 parkview ave
23i00376,TRUE,NA,NA
23i00452,TRUE,NA,NA
23i00378,TRUE,NA,NA
23h08883,TRUE,NA,NA
23h09573,TRUE,NA,NA
23h10022,TRUE,NA,NA
23g05782,TRUE,NA,NA
23g05608,TRUE,NA,NA
23g05447,TRUE,NA,NA
23g05289,TRUE,NA,NA
23g05297,TRUE,NA,NA
23g05298,TRUE,NA,NA
23g05308,TRUE,NA,NA
23g05674,TRUE,NA,NA
23g05677,FALSE,278.0888654124852,3300 gough st
23h09568,TRUE,NA,NA
23h08689,TRUE,NA,NA
23h08698,FALSE,117.71518162413369,3500 frisby st
23h08411,TRUE,NA,NA
23h08640,TRUE,NA,NA
23i00570,FALSE,28.495535744657197,200 mosher st
23i00588,TRUE,NA,NA
23i01061,TRUE,NA,NA
23i01394,TRUE,NA,NA
23i01420,TRUE,NA,NA
23i01436,TRUE,NA,NA
23i01437,TRUE,NA,NA
23i01439,FALSE,4.595426880645186,100 w 29th st
23i01601,TRUE,NA,NA
23i01040,TRUE,NA,NA
23h09275,TRUE,NA,NA
23g02981,TRUE,NA,NA
23g06925,TRUE,NA,NA
23g07150,TRUE,NA,NA
23g07161,TRUE,NA,NA
23g06419,FALSE,1.0433267031355689,5200 saint georges ave
23g06423,TRUE,NA,NA
23g06426,TRUE,NA,NA
23g06428,TRUE,NA,NA
23g05946,FALSE,8.270328483958123,30 w lexington st
23g05738,TRUE,NA,NA
23i00221,TRUE,NA,NA
23i01523,TRUE,NA,NA
23i00446,TRUE,NA,NA
23i00483,TRUE,NA,NA
23i01077,TRUE,NA,NA
23i00615,TRUE,NA,NA
23i00421,TRUE,NA,NA
23i01325,TRUE,NA,NA
23i01337,TRUE,NA,NA
23i01339,TRUE,NA,NA
23g06760,TRUE,NA,NA
23g07163,TRUE,NA,NA
23g07165,TRUE,NA,NA
23g07169,TRUE,NA,NA
23g07173,TRUE,NA,NA
23g07181,TRUE,NA,NA
23g07184,TRUE,NA,NA
23g07190,TRUE,NA,NA
23g09307,TRUE,NA,NA
23g05995,TRUE,NA,NA
23g05291,TRUE,NA,NA
23g05296,FALSE,158.4927981126374,5700 willowton ave
23g05303,TRUE,NA,NA
23g06083,TRUE,NA,NA
23g06108,TRUE,NA,NA
23g06183,TRUE,NA,NA
23g06713,TRUE,NA,NA
23g07822,TRUE,NA,NA
23i01323,TRUE,NA,NA
23h10030,TRUE,NA,NA
23h10187,TRUE,NA,NA
23g08002,TRUE,NA,NA
23g05536,TRUE,NA,NA
23g05540,FALSE,41.981157882446865,2700 carver road
23g05559,FALSE,225.679482241878,10 e pleasant st
23g05284,TRUE,NA,NA
23g05313,TRUE,NA,NA
23g05320,TRUE,NA,NA
23g08995,TRUE,NA,NA
23g09423,FALSE,0,2900 poplar terr
23g09556,TRUE,NA,NA
23g09557,TRUE,NA,NA
23g09565,TRUE,NA,NA
23g04552,TRUE,NA,NA
23g04557,TRUE,NA,NA
23g06740,TRUE,NA,NA
23g06744,TRUE,NA,NA
23g06744,TRUE,NA,NA
23g06633,FALSE,21.349635264555122,0 lloyd st
23g06643,TRUE,NA,NA
23g04553,FALSE,2.1985616167586333,1500 fernley road
23h09744,FALSE,17.733187431651793,3800 tudor arms ave
23h09463,TRUE,NA,NA
23h09488,TRUE,NA,NA
23h09608,TRUE,NA,NA
23h09637,TRUE,NA,NA
23h09640,FALSE,20.116684657813202,100 w 26th st
23g07063,TRUE,NA,NA
23g07065,FALSE,0,1000 cherry hill road
23g07066,TRUE,NA,NA
23g07072,FALSE,9.087665802441439,1300 w saratoga st
23g07077,TRUE,NA,NA
23g05931,TRUE,NA,NA
23g06773,TRUE,NA,NA
23g06774,FALSE,13.941444535434604,4700 midwood ave
23g06766,TRUE,NA,NA
23g06768,FALSE,9.786105750492444,3900 wilsby ave
23g06859,TRUE,NA,NA
23g06562,TRUE,NA,NA
23g04562,FALSE,54.771012762580554,1800 beechwood ave
23g04465,TRUE,NA,NA
23g04483,TRUE,NA,NA
23h09624,TRUE,NA,NA
23h09630,TRUE,NA,NA
23g09578,FALSE,2.6526799627895326,1300 webster st
23h02925,TRUE,NA,NA
23h02292,TRUE,NA,NA
23h02568,TRUE,NA,NA
23h02340,FALSE,37.69491379576892,20 e centre st
23h02277,TRUE,NA,NA
23g05966,FALSE,0,4000 10th st
23g05565,FALSE,2.261591723286174,0 n wheeler ave
23g05637,TRUE,NA,NA
23g05656,TRUE,NA,NA
23g06955,TRUE,NA,NA
23i01524,TRUE,NA,NA
23i01069,TRUE,NA,NA
23g03996,FALSE,29.97152789832139,500 w madison st
23g04003,TRUE,NA,NA
23i00809,TRUE,NA,NA
23i01122,TRUE,NA,NA
23h04793,TRUE,NA,NA
23g06507,TRUE,NA,NA
23g06515,TRUE,NA,NA
23g06324,TRUE,NA,NA
23g06335,TRUE,NA,NA
23g06089,FALSE,11.811926454568523,3800 fleet st
23g06109,TRUE,NA,NA
23h01192,TRUE,NA,NA
23h01204,TRUE,NA,NA
23h01210,TRUE,NA,NA
23h00486,TRUE,NA,NA
23g08331,TRUE,NA,NA
23g08075,TRUE,NA,NA
23h05967,TRUE,NA,NA
23i00699,TRUE,NA,NA
23g06596,TRUE,NA,NA
23g06607,TRUE,NA,NA
23g04993,TRUE,NA,NA
23g04998,TRUE,NA,NA
23g05011,TRUE,NA,NA
23g05018,TRUE,NA,NA
23h00534,TRUE,NA,NA
23h00656,TRUE,NA,NA
23h00657,FALSE,132.4878452287846,1300 kitmore road
23g11036,TRUE,NA,NA
23h02048,FALSE,2.6470714494869436,500 n paca st
23h02057,TRUE,NA,NA
23h02064,TRUE,NA,NA
23h02070,TRUE,NA,NA
23h02045,TRUE,NA,NA
23h02006,TRUE,NA,NA
23h02011,TRUE,NA,NA
23g03446,FALSE,135.9517067461655,2100 echodale ave
23g03463,TRUE,NA,NA
23i00714,TRUE,NA,NA
23g08585,TRUE,NA,NA
23g09040,TRUE,NA,NA
23g09042,TRUE,NA,NA
23g09050,FALSE,0,200 s athol ave
23g09165,TRUE,NA,NA
23g05350,TRUE,NA,NA
23g05355,TRUE,NA,NA
23g05769,FALSE,45.23765869950265,200 emory st
23g05006,TRUE,NA,NA
23g07338,TRUE,NA,NA
23g11020,FALSE,1.2856278601634337,500 n streeper st
23g11021,TRUE,NA,NA
23g10838,TRUE,NA,NA
23g10841,TRUE,NA,NA
23g10846,TRUE,NA,NA
23g11068,TRUE,NA,NA
23g10175,FALSE,8.508758321843546,2200 ashton st
23h00476,TRUE,NA,NA
23h00480,TRUE,NA,NA
23h00481,TRUE,NA,NA
23h00485,TRUE,NA,NA
23h00489,TRUE,NA,NA
23h00074,TRUE,NA,NA
23h00079,FALSE,41.631276897686035,1400 aliceanna st
23h00080,FALSE,5.564879839268681,900 e madison st
23g03474,TRUE,NA,NA
23g07725,FALSE,49.41918914072587,4600 foster ave
23g07726,TRUE,NA,NA
23g08849,TRUE,NA,NA
23g09028,TRUE,NA,NA
23g08651,TRUE,NA,NA
23g09084,TRUE,NA,NA
23g04881,TRUE,NA,NA
23g03848,TRUE,NA,NA
23g03853,TRUE,NA,NA
23g03855,FALSE,11.067519939025848,300 w 28th st
23g09493,FALSE,217.37634187404177,400 george st
23g06189,TRUE,NA,NA
23h00083,TRUE,NA,NA
23h00682,TRUE,NA,NA
23h01050,FALSE,33.044254482991505,0 e heath st
23h00262,TRUE,NA,NA
23g10228,TRUE,NA,NA
23g10230,TRUE,NA,NA
23h01573,TRUE,NA,NA
23g11116,TRUE,NA,NA
23h00522,TRUE,NA,NA
23g07523,FALSE,9.60299669204228,100 park ave
23g07551,TRUE,NA,NA
23g07998,TRUE,NA,NA
23g07872,TRUE,NA,NA
23g07873,TRUE,NA,NA
23g07886,TRUE,NA,NA
23h01021,TRUE,NA,NA
23g04728,FALSE,102.97690679523757,2500 seabury road
23g04733,TRUE,NA,NA
23g04740,FALSE,3.34115944267588,30 parkin st
23g04966,TRUE,NA,NA
23g05033,TRUE,NA,NA
23g05179,TRUE,NA,NA
23g10231,TRUE,NA,NA
23g10232,TRUE,NA,NA
23g10233,TRUE,NA,NA
23g10234,TRUE,NA,NA
23g11094,TRUE,NA,NA
23g09990,TRUE,NA,NA
23h00886,TRUE,NA,NA
23g10004,TRUE,NA,NA
23g10239,TRUE,NA,NA
23g10240,TRUE,NA,NA
23g05266,TRUE,NA,NA
23g06815,FALSE,0,900 desoto road
23g04572,TRUE,NA,NA
23g04236,TRUE,NA,NA
23f05944,TRUE,NA,NA
23f05683,FALSE,0,1100 horners lane
23g03864,TRUE,NA,NA
23g04567,TRUE,NA,NA
23g05302,TRUE,NA,NA
23g05628,TRUE,NA,NA
23g07248,TRUE,NA,NA
23g07249,FALSE,0,4300 patterson ave
23g07258,TRUE,NA,NA
23g07279,TRUE,NA,NA
23g07349,TRUE,NA,NA
23g07988,TRUE,NA,NA
23g08551,TRUE,NA,NA
23g08628,TRUE,NA,NA
23g08684,TRUE,NA,NA
23g03339,TRUE,NA,NA
23g03342,TRUE,NA,NA
23g03349,TRUE,NA,NA
23g03361,TRUE,NA,NA
23f05686,TRUE,NA,NA
23f05688,FALSE,0,1100 horners lane
23f05732,TRUE,NA,NA
23f05740,TRUE,NA,NA
23f05748,TRUE,NA,NA
23f05719,TRUE,NA,NA
23f05720,TRUE,NA,NA
23f05726,TRUE,NA,NA
23f05729,TRUE,NA,NA
23f05767,FALSE,19.453916488541136,3300 elliott st
23g04647,TRUE,NA,NA
23g04667,TRUE,NA,NA
23g03267,TRUE,NA,NA
23g07533,TRUE,NA,NA
23g07162,TRUE,NA,NA
23g07557,TRUE,NA,NA
23g10352,TRUE,NA,NA
23g08688,TRUE,NA,NA
23g07950,TRUE,NA,NA
23g05600,TRUE,NA,NA
23g03081,TRUE,NA,NA
23g04493,FALSE,26.551677648963913,300 w camden st
23g04168,TRUE,NA,NA
23g04189,TRUE,NA,NA
23h01478,FALSE,3.061400831656231,800 w lombard st
23h01860,TRUE,NA,NA
23h01954,TRUE,NA,NA
23h01996,TRUE,NA,NA
23g03386,TRUE,NA,NA
23g03388,TRUE,NA,NA
23g03394,TRUE,NA,NA
23g05724,FALSE,41.52139271501099,100 n smallwood st
23g05380,TRUE,NA,NA
23g04198,TRUE,NA,NA
23g04529,TRUE,NA,NA
23g04531,TRUE,NA,NA
23g03014,TRUE,NA,NA
23h01525,FALSE,3.522955889735528,900 bayard st
23h00029,TRUE,NA,NA
23h00040,TRUE,NA,NA
23h00222,TRUE,NA,NA
23g11013,FALSE,6.4711928080394285,3700 boston st
23h00586,FALSE,23.34721642692857,2200 tacoma st
23h01605,TRUE,NA,NA
23h01939,TRUE,NA,NA
23h01942,TRUE,NA,NA
23h01953,TRUE,NA,NA
23g05866,TRUE,NA,NA
23g05871,TRUE,NA,NA
23h02472,TRUE,NA,NA
23h03707,TRUE,NA,NA
23h02893,TRUE,NA,NA
23f02946,FALSE,1.841692456492524,6500 pioneer dr
23f03054,TRUE,NA,NA
23f03385,TRUE,NA,NA
23f03259,TRUE,NA,NA
23f03261,TRUE,NA,NA
23h01790,TRUE,NA,NA
23h00693,TRUE,NA,NA
23h00414,TRUE,NA,NA
23h00071,TRUE,NA,NA
23h00192,TRUE,NA,NA
23h00434,FALSE,17.918632271395918,100 e lanvale st
23h00445,TRUE,NA,NA
23g05633,TRUE,NA,NA
23g04415,TRUE,NA,NA
23g04421,FALSE,59.161462474138645,0 w hamilton st
23g04427,TRUE,NA,NA
23g04431,TRUE,NA,NA
23g04546,FALSE,3.1448761851538753,3400 round road
23g04547,TRUE,NA,NA
23g04549,TRUE,NA,NA
23h02908,TRUE,NA,NA
23h01181,TRUE,NA,NA
23h01182,TRUE,NA,NA
23h01183,TRUE,NA,NA
23h01173,FALSE,0,20 poultney st
23h01174,TRUE,NA,NA
23h00995,TRUE,NA,NA
23h01004,TRUE,NA,NA
23h01198,TRUE,NA,NA
23f03100,TRUE,NA,NA
23f03246,FALSE,13.607688510903717,2600 brendan ave
23f03288,TRUE,NA,NA
23g03186,TRUE,NA,NA
23g03191,TRUE,NA,NA
23g03101,TRUE,NA,NA
23g03103,TRUE,NA,NA
23g03475,TRUE,NA,NA
23g03899,TRUE,NA,NA
23h00450,TRUE,NA,NA
23g09648,TRUE,NA,NA
23g10098,TRUE,NA,NA
23g10089,FALSE,1566.2197843550614,3700 potee st
23g09864,TRUE,NA,NA
23g04550,TRUE,NA,NA
23g04551,TRUE,NA,NA
23g04514,TRUE,NA,NA
23h01906,TRUE,NA,NA
23h01915,TRUE,NA,NA
23h00814,TRUE,NA,NA
23h00825,TRUE,NA,NA
23g04758,TRUE,NA,NA
23g04776,TRUE,NA,NA
23g04942,TRUE,NA,NA
23f03048,FALSE,3.802775635289075,100 e 23rd st
23g07652,TRUE,NA,NA
23g07551,TRUE,NA,NA
23g06659,FALSE,5.7858184775287675,2000 mount royal terr
23g06667,TRUE,NA,NA
23g06668,TRUE,NA,NA
23g09903,TRUE,NA,NA
23g09906,TRUE,NA,NA
23g09916,TRUE,NA,NA
23g10302,TRUE,NA,NA
23g09530,TRUE,NA,NA
23g09877,TRUE,NA,NA
23g09101,TRUE,NA,NA
23g09102,TRUE,NA,NA
23h00731,TRUE,NA,NA
23h00803,TRUE,NA,NA
23g04785,TRUE,NA,NA
23g03753,TRUE,NA,NA
23h00856,TRUE,NA,NA
23h00272,TRUE,NA,NA
23h00285,TRUE,NA,NA
23h00297,FALSE,0,2700 madison ave
23h00550,TRUE,NA,NA
23h00392,TRUE,NA,NA
23g06675,TRUE,NA,NA
23g06693,TRUE,NA,NA
23g06693,TRUE,NA,NA
23g06708,TRUE,NA,NA
23g06714,TRUE,NA,NA
23g06380,TRUE,NA,NA
23g06381,TRUE,NA,NA
23g06389,TRUE,NA,NA
23g09064,TRUE,NA,NA
23g09066,TRUE,NA,NA
23g08650,TRUE,NA,NA
23h00909,FALSE,403.80098061031725,1000 e hoffman st
23h00881,TRUE,NA,NA
23g03869,TRUE,NA,NA
23g03412,TRUE,NA,NA
23g03439,TRUE,NA,NA
23g09365,TRUE,NA,NA
23g09720,FALSE,6.466904929095722,4200 saint georges ave
23h00503,TRUE,NA,NA
23h00505,TRUE,NA,NA
23h00511,TRUE,NA,NA
23h00525,TRUE,NA,NA
23h01030,TRUE,NA,NA
23g06392,TRUE,NA,NA
23g06467,FALSE,0,4300 patterson ave
23g07891,TRUE,NA,NA
23g07293,FALSE,1.5606167374394186,300 e federal st
23h00916,TRUE,NA,NA
23h02369,FALSE,1.5878252347137218,4300 patterson ave
23g03870,TRUE,NA,NA
23g03874,TRUE,NA,NA
23g03543,TRUE,NA,NA
23g07967,TRUE,NA,NA
23g07969,TRUE,NA,NA
23g07567,TRUE,NA,NA
23g09095,TRUE,NA,NA
23g09343,TRUE,NA,NA
23g09350,TRUE,NA,NA
23g08829,TRUE,NA,NA
23g10178,TRUE,NA,NA
23g08530,TRUE,NA,NA
23g07236,TRUE,NA,NA
23g05924,TRUE,NA,NA
23h01194,TRUE,NA,NA
23g10905,TRUE,NA,NA
23g10906,FALSE,8.293840121509607,1000 mckean ave
23g10907,TRUE,NA,NA
23g10910,TRUE,NA,NA
23g10916,TRUE,NA,NA
23g10894,FALSE,20.648200764146193,700 w 37th st
23g07570,TRUE,NA,NA
23h00353,FALSE,0,500 wyndholme way
23g07558,TRUE,NA,NA
23g07436,TRUE,NA,NA
23g07843,FALSE,244.0131721740064,400 george st
23g08979,FALSE,3.4749389510468873,0 light st
23h02154,TRUE,NA,NA
23g08217,TRUE,NA,NA
23g08629,TRUE,NA,NA
23g08675,FALSE,1.5495562800114215,100 fireside cir
23g08128,TRUE,NA,NA
23i03238,TRUE,NA,NA
23i03742,TRUE,NA,NA
23f04685,FALSE,2.434588738160567,1700 bank st
23f04643,TRUE,NA,NA
23f04608,TRUE,NA,NA
23f04648,TRUE,NA,NA
23f04651,TRUE,NA,NA
23g07848,TRUE,NA,NA
23g07851,TRUE,NA,NA
23g07854,FALSE,11.811926454568523,3800 fleet st
23g07907,TRUE,NA,NA
23g07908,TRUE,NA,NA
23g07908,TRUE,NA,NA
23g03417,FALSE,0,4400 mannasota ave
23g03436,TRUE,NA,NA
23h01966,FALSE,6.953695255812814,2800 elgin ave
23h01008,TRUE,NA,NA
23h00601,TRUE,NA,NA
23h00632,FALSE,4.043401861739585,1000 saint paul st
23h02306,TRUE,NA,NA
23h01116,TRUE,NA,NA
23h01157,TRUE,NA,NA
23g10867,TRUE,NA,NA
23g05938,TRUE,NA,NA
23g05942,TRUE,NA,NA
23g06126,TRUE,NA,NA
23g06414,FALSE,34.9660969493151,4400 falls bridge dr
23f04783,TRUE,NA,NA
23f04665,TRUE,NA,NA
23f04654,TRUE,NA,NA
23f04655,TRUE,NA,NA
23f04656,TRUE,NA,NA
23f04659,TRUE,NA,NA
23f04662,TRUE,NA,NA
23f04637,TRUE,NA,NA
23g03443,TRUE,NA,NA
23g03450,TRUE,NA,NA
23g03458,FALSE,23.775408418320453,1900 n castle st
23g03461,TRUE,NA,NA
23g03479,TRUE,NA,NA
23g03481,TRUE,NA,NA
23g03484,FALSE,0,4400 mannasota ave
23g07597,FALSE,1.681289228438163,900 s robinson st
23g07599,FALSE,61.21916303004683,3600 fallstaff road
23g07916,TRUE,NA,NA
23g07932,TRUE,NA,NA
23h00804,TRUE,NA,NA
23h00806,TRUE,NA,NA
23h00816,TRUE,NA,NA
23h00818,TRUE,NA,NA
23h00821,TRUE,NA,NA
23h00824,FALSE,17.103047610171934,0 e henrietta st
23h00828,TRUE,NA,NA
23h00829,TRUE,NA,NA
23h00690,TRUE,NA,NA
23g10880,TRUE,NA,NA
23g11007,TRUE,NA,NA
23h00200,TRUE,NA,NA
23g06141,TRUE,NA,NA
23g06141,TRUE,NA,NA
23g03088,FALSE,4.679149563590991,1100 cherry hill road
23g03095,TRUE,NA,NA
23g03484,FALSE,0,4400 mannasota ave
23g03487,TRUE,NA,NA
23g03489,FALSE,0,4400 bowleys lane
23g03490,TRUE,NA,NA
23g03491,FALSE,0,4400 bowleys lane
23f03224,TRUE,NA,NA
23f03286,FALSE,3.086010387721362,900 w barre st
23h00581,TRUE,NA,NA
23h00032,TRUE,NA,NA
23g09254,FALSE,3.802775635289075,100 e 23rd st
23g08321,FALSE,73.48032258283395,2900 e lombard st
23g09554,TRUE,NA,NA
23g08208,TRUE,NA,NA
23g08418,FALSE,3.1301318625035894,2400 saint paul st
23g08325,TRUE,NA,NA
23g08234,FALSE,13.307457571825342,3100 e fairmount ave
23g10955,TRUE,NA,NA
23g10583,TRUE,NA,NA
23g10776,TRUE,NA,NA
23g10197,TRUE,NA,NA
23g10594,TRUE,NA,NA
23g10759,TRUE,NA,NA
23g10595,TRUE,NA,NA
23g10598,TRUE,NA,NA
23g10802,FALSE,2.0577026958824596,2300 winchester st
23g10813,FALSE,0,1100 horners lane
23i01869,FALSE,11.235218059075338,3000 shannon dr
23i01873,FALSE,0.420070806138937,300 s poppleton st
23i03875,TRUE,NA,NA
23g10628,TRUE,NA,NA
23g10721,TRUE,NA,NA
23g11126,TRUE,NA,NA
23g03492,FALSE,0,4400 bowleys lane
23g03516,TRUE,NA,NA
23g03538,TRUE,NA,NA
23g07282,TRUE,NA,NA
23h00047,TRUE,NA,NA
23h00451,FALSE,0,4300 patterson ave
23g04949,TRUE,NA,NA
23g04578,TRUE,NA,NA
23g04583,TRUE,NA,NA
23g04585,TRUE,NA,NA
23g04599,FALSE,18.03750623712991,2600 seamon ave
23g04601,FALSE,48.169786544506685,5100 sekots road
23g04611,TRUE,NA,NA
23g04612,TRUE,NA,NA
23g04613,TRUE,NA,NA
23g09399,TRUE,NA,NA
23g09004,TRUE,NA,NA
23g09901,FALSE,47.44947954112417,4700 haddon ave
23h01101,TRUE,NA,NA
23g09791,TRUE,NA,NA
23f02877,TRUE,NA,NA
23f03577,TRUE,NA,NA
23f03404,TRUE,NA,NA
23g07302,TRUE,NA,NA
23g07335,FALSE,100.3342270500378,1500 n calvert st
23h00467,TRUE,NA,NA
23h00495,FALSE,119.18503478601724,5400 bowleys lane
23g10303,TRUE,NA,NA
23g10285,TRUE,NA,NA
23g09844,FALSE,0.15031054887500112,2800 o'donnell st
23g10057,TRUE,NA,NA
23g10059,TRUE,NA,NA
23g04396,TRUE,NA,NA
23g04618,FALSE,14.924623942418705,500 e barney st
23g04628,TRUE,NA,NA
23g02744,TRUE,NA,NA
23g02753,TRUE,NA,NA
23g09508,TRUE,NA,NA
23g08579,TRUE,NA,NA
23f02873,TRUE,NA,NA
23f02897,TRUE,NA,NA
23f02893,TRUE,NA,NA
23f02866,TRUE,NA,NA
23g02601,TRUE,NA,NA
23g02724,TRUE,NA,NA
23g09930,TRUE,NA,NA
23g08968,TRUE,NA,NA
23g08976,TRUE,NA,NA
23g02765,FALSE,11.43197854340197,3700 derby manor dr
23g08251,TRUE,NA,NA
